,cities,incidents,killed,latitude,longitude
7207,Cherry Valley,3,0,42.2149,-88.9847
6801,Caddo Parish (county),2,0,32.3979,-93.7755
8009,Ocean View (Oceanview),2,0,38.5351,-75.0896
8012,Sandusky (county),4,0,41.385,-83.2755
8742,Lincolnshire,2,0,42.1964,-87.9458
8740,Swisher (county),2,0,35.6904,-97.5975
8737,Sainte Genevieve (Ste Genevieve),2,0,37.9781,-90.0488
8736,Gasconade (county),2,0,38.3331,-91.4958
8735,New Derry,2,0,40.3512,-79.3181
8733,Leelanau (county),2,0,44.8918,-85.6578
8731,Rockaway Beach,3,0,45.6104,-123.945
8730,Mount Morris (Tuscarora),2,0,42.6722,-77.8928
8726,Wythe (county),2,0,36.8367,-81.1706
8725,Honeoye Falls,2,0,42.9529,-77.5848
8723,Canyon,4,0,34.9756,-101.912
8721,Masontown,3,0,39.8412,-79.9071
8718,New Orleans (Harahan),2,0,29.9542,-90.1812
8716,Gatlinburg,2,0,35.6923,-83.5026
8743,Fannin (county),2,0,34.8651,-84.3398
8715,Val Verde (county),2,0,29.3769,-100.903
8711,Rosebush,2,0,43.6963,-84.7577
8708,Tacoma (Fircrest),2,0,47.2212,-122.534
8705,West Sweden,2,0,45.7058,-92.4969
8703,Shavertown (Jackson Twp),2,0,41.32,-75.938
8699,Cabarrus (county),3,0,35.4076,-80.7134
8696,Milladore,2,0,44.6274,-89.9264
8695,New Kent (county),2,0,37.4897,-77.0265
8694,Bohemia,2,0,40.766,-73.1193
8693,Falconer,3,0,42.1187,-79.1976
8692,Dothan (Grimes),2,0,31.3047,-85.4612
8691,Needham,4,0,42.2979,-71.2193
8689,Chicago (Hegewisch),2,0,41.692,-87.5283
8684,Bonner,2,0,46.8765,-113.888
8683,Jackman,3,0,45.7753,-70.3365
8713,Mahomet,4,0,40.1948,-88.4231
8745,Forest Hills,3,0,40.7202,-73.8448
8748,Williamsport (Center City),2,0,41.244,-77.0153
8749,Hollidaysburg,2,0,40.4273,-78.3889
8822,Pickaway (county),2,0,39.7226,-82.9085
8820,Lepanto,6,0,35.6132,-90.3397
8819,Collinsville (State Park Place),2,0,38.6585,-90.0472
8817,Staatsburg,2,0,41.8326,-73.9335
8813,Chenango Forks,2,0,42.246,-75.8267
8810,Avondale Estates,3,0,33.7588,-84.2632
8806,Finney (county),2,0,37.977,-100.854
8805,Gerry,3,0,42.1956,-79.2537
8802,Palo Alto (county),2,0,43.1117,-94.6847
8801,Dubois (county),3,0,38.4024,-86.935
8796,Wisconsin Rapids (Biron),2,0,44.4276,-89.6874
8795,Coweta (county),5,0,33.4593,-84.8769
8794,Dolomite,2,0,33.4635,-86.9605
8793,Sodus,3,0,43.2528,-76.9934
8792,Onancock,3,0,37.7131,-75.736
8791,Guthrie (county),2,0,41.6983,-94.3665
8787,Mc Lean (McLean),2,0,38.9354,-77.1756
8750,Sophia (Tams),2,0,37.703,-81.2561
8754,Niagara (county),2,0,43.1605,-78.6882
8755,East Bethany,2,0,42.8469,-78.1482
8756,Willet,2,0,42.45399999999999,-75.9291
8757,Houghton Lake,2,0,44.3273,-84.7513
8762,Washington Boro (Washington Borough),2,0,39.99800000000001,-76.4731
8680,Pamplin,2,0,37.2637,-78.681
8763,Patchogue (East Patchogue),4,0,40.7931,-73.0049
8765,Homestead (Leisure City),2,0,25.4889,-80.4546
8767,McCreary (county),2,0,36.8439,-84.5374
8769,Lanesboro (Hancock),2,0,42.5428,-73.3244
8771,Auxvasse,2,0,39.0156,-91.9006
8774,Clothier,2,0,37.9468,-81.8104
8781,Sagamore Beach,3,0,41.7906,-70.5387
8764,Waukesha (Vernon),2,0,42.9029,-88.2782
8679,Baltic,2,0,40.441,-81.6972
8678,Baldwinsville (Lysander),2,0,43.1587,-76.3327
8677,Glenrock,3,0,42.8634,-105.854
8613,La Grange (LaGrange),2,0,38.4095,-85.3883
8612,Kane (county),3,0,37.0414,-112.494
8611,Scroggins,2,0,33.0581,-95.2041
8610,Quincy (North Quincy),2,0,42.2678,-71.0163
8609,Peninsula,4,0,41.2208,-81.4908
8607,Frostburg,3,0,39.6504,-78.9265
8606,Paragon,2,0,39.4335,-86.5833
8602,Sequim,3,0,48.0675,-123.136
8601,Wells,2,0,43.2979,-70.6286
8600,Wilkes Barre (Wilkes Barre Township),3,0,41.2347,-75.8463
8597,Otisco,2,0,38.5423,-85.6672
8596,Nineveh,4,0,39.3659,-86.0806
8594,Slippery Rock,2,0,41.0564,-80.0361
8592,Miami (South Miami),2,0,25.7119,-80.28
8591,Skowhegan (Cornville),3,0,44.8978,-69.7391
8590,Saint Albans (Georgia),4,0,44.7233,-73.1818
8586,Cascade (county),2,0,47.1589,-111.935
8553,Comal (county),2,0,29.6962,-98.1106
8555,Saint Johns (Julington Creek),2,0,30.1241,-81.6247
8558,Shirleysburg,2,0,40.297,-77.8743
8565,North Myrtle Beach (Atlantic Beach),2,0,33.8076,-78.7211
8568,Sulphur Rock,2,0,35.7595,-91.5005
8569,Obion (county),2,0,36.4267,-89.0652
8616,Lubbock (county),6,0,33.5479,-101.835
8571,Oreland,2,0,40.1154,-75.1795
8575,Multnomah (county),2,0,45.4835,-122.599
8576,Moraga,2,0,37.8723,-122.126
8579,Huttonsville,2,0,38.7152,-79.9778
8583,Vinton (county),2,0,39.2619,-82.5017
8584,Bonneville (county),2,0,43.4822,-111.989
8585,Irwin (county),2,0,31.5813,-83.2624
8573,Miami (Coconut Grove),7,0,25.7286,-80.253
8823,Troy (Brunswick),3,0,42.7303,-73.6621
8618,Damariscotta,4,0,44.0412,-69.5102
8623,Waco (Bellmead),4,0,31.6177,-97.086
8674,Blackfoot (Rockford),2,0,43.1905,-112.345
8673,Clarksburg (Wilsonburg),2,0,39.2806,-80.3445
8669,Tenino,2,0,46.8586,-122.856
8667,River Falls,4,0,44.853,-92.6289
8666,Easley (Powdersville),2,0,34.8072,-82.5129
8665,Farmington (Industry),2,0,44.7592,-70.0412
8664,Limerick,2,0,43.6726,-70.8184
8663,Washtenaw (county),2,0,42.227,-83.6316
8661,Dearborn (county),2,0,42.2869,-83.2713
8660,Parkesburg,2,0,39.9558,-75.944
8659,Moore (county),3,0,35.5065,-79.73899999999998
8658,Pulaski (Angelica),2,0,44.6644,-88.2142
8657,Birnamwood,2,0,44.9334,-89.2089
8656,Clearwater (Belleair),2,0,27.9523,-82.7999
8655,Bargersville,3,0,39.5206,-86.1904
8654,Zimmerman,2,0,45.4538,-93.5805
8652,Le Flore (county),2,0,35.097,-94.7841
8625,Bramwell,2,0,37.3378,-81.285
8626,Scottsville (Wheatland),2,0,43.0225,-77.7539
8628,Marine,2,0,38.7899,-89.7575
8629,Cooter,2,0,36.0481,-89.8089
8630,Halifax (county),4,0,36.6329,-78.7705
8631,Murtaugh,3,0,42.4719,-114.126
8621,Clinton (county),3,0,40.291,-86.5023
8632,Cassadaga,3,0,42.3585,-79.3112
8636,Morrisdale,2,0,40.9802,-78.2445
8639,Ridgway,2,0,41.4194,-78.7299
8641,Rocksprings,3,0,30.0158,-100.205
8643,Stratford (Emmet),2,0,44.8008,-89.9479
8645,Big Horn (county),2,0,44.8345,-108.391
8648,Gilbertsville (New Hanover Twp),2,0,40.2938,-75.6021
8634,Emmons,2,0,43.5186,-93.5109
8551,Churchville,4,0,38.2254,-79.1623
8827,Rhea (county),2,0,35.55699999999999,-84.9742
8831,Caney,2,0,34.2187,-96.2048
9009,Bison,2,0,36.2038,-97.8559
9008,North Augusta (Belvedere),4,0,33.547,-81.9444
9007,Geary (county),3,0,38.8844,-96.8071
9006,Crosby (county),2,0,33.6884,-101.386
9005,Teton Village,2,0,43.5878,-110.83
9004,Dripping Springs,5,0,30.2444,-98.0614
9003,Grantsville,3,0,40.596,-112.458
9000,Garrison,4,0,38.5876,-83.1508
8999,Watkins,2,0,39.7409,-104.603
8998,Todd (county),4,0,36.7515,-87.1942
8997,Pearsall,2,0,28.893,-99.0975
8996,Spout Spring,2,0,37.3578,-78.9018
8995,Milford Center,2,0,40.1804,-83.4467
8994,Patchogue (North Patchogue),6,0,40.7884,-73.0298
9010,Harrisville (Burrillville),3,0,41.9768,-71.6259
8991,Nye (county),4,0,36.4253,-116.291
8987,Loxahatchee (Loxahatchee Groves),2,0,26.7067,-80.3017
8986,Saline (county),5,0,37.7204,-88.5472
8985,Sunrise Beach,2,0,38.1303,-92.7995
8983,Dallastown,2,0,39.8508,-76.6898
8982,New Washington,2,0,38.564,-85.5373
8981,South Beloit,6,0,42.4945,-89.0543
8979,Mountain City,3,0,36.4801,-81.7997
8978,Rhodes,2,0,41.9237,-93.1878
8977,Fond Du Lac (North Fond Du Lac),2,0,43.7991,-88.4822
8975,Payne (county),2,0,36.0095,-96.6774
8972,Bean Station,3,0,36.3227,-83.3136
8971,American Canyon,6,0,38.1644,-122.253
8967,North Vassalboro,2,0,44.4514,-69.5215
8965,Laclede (county),2,0,37.6833,-92.6543
8990,Baltimore (county),3,0,39.2952,-76.6127
9011,O Fallon (O'Fallon),3,0,38.8176,-90.685
9012,Brewster (county),3,0,30.3379,-103.506
9013,Bonduel,2,0,44.7359,-88.4372
9065,Harrison (Harrison Township),4,0,39.7948,-84.2249
9063,Preble,2,0,42.7261,-76.1441
9062,Doyline,3,0,32.4776,-93.4002
9060,Alexandria (Tanglewood),2,0,31.2908,-92.4625
9057,Pocono (county),2,0,41.2062,-75.3806
9056,Coosada,2,0,32.5126,-86.3443
9049,Bingham (Moscow),2,0,45.0832,-69.9034
9048,Mckenzie (county),2,0,47.8102,-103.238
9045,Fort Gay,2,0,38.0017,-82.5037
9044,Nunda,3,0,42.6341,-78.0479
9043,Elm Mott,2,0,31.7069,-97.0259
9041,Pender (county),2,0,34.6357,-77.6653
9040,Howard (county),2,0,39.2715,-76.8049
9037,Caledonia (Bartahatchie),3,0,33.6823,-88.3253
9035,Ross (county),6,0,39.3342,-82.9884
9034,Anne Arundel (county),5,0,39.1162,-76.7113
9033,Franklin Square,2,0,40.7021,-73.6809
9015,South Lyon,3,0,42.4905,-83.6532
9016,Saint Louis (Maplewood),10,0,38.6131,-90.3133
9017,Barnegat (Barnegat Township),2,0,39.749,-74.2472
9019,Monroe City,2,0,39.655,-91.7182
9020,Saint Louis (Clayton),9,0,38.6377,-90.3382
9022,Willow Grove,3,0,40.1477,-75.119
8964,Loleta,8,0,40.6195,-124.212
9023,Los Altos,2,0,37.3802,-122.126
9025,Honolulu (Kahili),2,0,21.3253,-157.875
9026,Bergen,3,0,43.0813,-77.9353
9028,Whiteland (New Whiteland),2,0,39.5625,-86.1018
9029,Ayer,4,0,42.5637,-71.5589
9031,Mohawk,4,0,42.9706,-74.3711
9032,Hollywood (Cooper City),5,0,26.0573,-80.2696
9024,Cooperstown,2,0,42.6969,-74.9311
8960,Willmar,4,0,45.12,-95.045
8958,Nekoosa (Rome),2,0,44.2212,-89.764
8957,Taliaferro (county),3,0,33.5298,-82.9081
8891,Franklin (Watauga),2,0,36.4773,-80.8451
8890,Saint Johnsbury (St Johnsbury),3,0,44.3983,-72.0252
8887,Swisher,2,0,41.8017,-91.7619
8885,Effingham (county),3,0,32.2887,-81.2309
8884,Passaic (county),2,0,40.8624,-74.1135
8880,Noxen,2,0,41.4231,-76.0583
8879,New Orleans (Elmwood),2,0,29.9553,-90.1814
8877,Ransomville,3,0,43.2629,-78.9526
8876,Krakow,2,0,44.7663,-88.2362
8873,West Brookfield,2,0,42.1963,-72.2139
8870,Fort Belvoir,3,0,38.7063,-77.1468
8869,Riley (county),3,0,39.1823,-96.4363
8867,Saint Helens (St Helens),3,0,45.8594,-122.842
8866,Fort Lauderdale (Weston),4,0,26.0965,-80.4047
8865,Old Appleton,2,0,37.5916,-89.7159
8862,Kendallville,4,0,41.4523,-85.2675
8861,South Bend (Roseland),2,0,41.7197,-86.2505
8834,San Ardo,2,0,36.0206,-120.905
8836,Tunnel Hill,2,0,34.8391,-85.0214
8838,Neoga,2,0,39.3193,-88.4476
8840,Pine,2,0,39.5107,-105.444
8843,Middlesex (county),2,0,40.4654,-74.4747
8845,Savannah (Thunderbolt),2,0,32.0366,-81.0568
8892,Martell,3,0,40.6558,-96.8279
8847,Catoosa (county),3,0,34.9582,-85.2435
8849,Pearson,2,0,31.3137,-82.8631
8850,Corona Del Mar,2,0,33.5975,-117.873
8851,Anson (Starks),4,0,44.7366,-69.92699999999999
8852,Kila,2,0,48.1009,-114.524
8855,Millsboro (Long Neck),2,0,38.6263,-75.1429
8859,Sonoma (county),2,0,38.3659,-122.786
8848,Cincinnati (Newtown),3,0,39.1019,-84.5518
8829,La Crescent,3,0,43.7916,-91.3034
8893,Drewryville,2,0,36.6814,-77.3748
8897,Lake Bluff,2,0,42.2809,-87.87
8953,Virginia City,2,0,39.3095,-119.65
8952,Falls Of Rough (Falls of Rough),2,0,37.5254,-86.5404
8948,Ramsey (county),2,0,45.0464,-93.109
8947,Mont Alto,3,0,39.8431,-77.562
8946,Six Mile Run,3,0,40.168,-78.1797
8945,Gloucester City (Brooklawn),3,0,39.8793,-75.1184
8943,Doddridge (county),2,0,39.2715,-80.8094
8939,Esopus,3,0,41.8694,-73.972
8937,Malverne,2,0,40.6823,-73.6647
8936,Darby (Collingdale),7,0,39.916,-75.2786
8935,Caroline (county),6,0,37.8809,-77.4106
8933,Laramie (county),2,0,41.1508,-104.736
8932,Wallins Creek,2,0,36.8247,-83.4409
8930,New Carlisle (Hudson Lake),3,0,41.7073,-86.5508
8928,Maspeth,3,0,40.7315,-73.8999
8927,Saint Petersburg (Johns Pass),2,0,27.7867,-82.7813
8926,Fountain Green,2,0,39.6227,-111.633
8899,Rockdale (county),3,0,33.6147,-84.0464
8907,Burlington (Burlington Township),6,0,40.0524,-74.8945
8908,Crows Landing,2,0,37.4328,-121.034
8909,Isle Of Wight (county),2,0,36.9871,-76.7804
8911,Sunland Park,3,0,31.8017,-106.544
8912,Carman (Gulfport),2,0,40.813,-91.0795
8894,Cascade Locks,3,0,45.6909,-121.837
8913,Lake,2,0,32.3754,-89.3243
8915,New Sarpy,2,0,29.9869,-90.3866
8917,Berthold,4,0,48.3188,-101.729
8919,Watauga (county),2,0,36.2151,-81.6603
8920,Hunt,2,0,42.5529,-77.9895
8922,San Marino,4,0,34.1186,-118.108
8923,Savannah (Wilmington Island),3,0,32.0352,-80.9625
8914,Douglassville,3,0,40.2574,-75.7891
8010,Covert,2,0,42.258,-86.2732
8548,Baldwin City,4,0,38.7731,-95.1799
8545,Lynbrook,6,0,40.6625,-73.6587
8214,Owatonna,4,0,44.0859,-93.2261
8210,Egegik,3,0,58.1616,-157.194
8207,Alamosa,3,0,37.4592,-105.87
8206,Albemarle (county),3,0,38.0731,-78.5087
8205,Denver (North Glenn),3,0,39.7601,-104.997
8202,Cashton,2,0,43.7401,-90.7754
8201,Oroville (Thermalito),3,0,39.5154,-121.605
8200,Jennings (county),2,0,39.0077,-85.6389
8193,Benton (county),5,0,36.2577,-94.2926
8191,Hamilton (New Miami),2,0,39.4423,-84.5354
8190,Ellinwood,2,0,38.3402,-98.5813
8188,Yates (county),2,0,42.5984,-77.2059
8185,Wingo,4,0,36.6555,-88.771
8182,Fort Fairfield,2,0,46.7763,-67.8424
8215,East Wareham,2,0,41.7868,-70.6468
8181,Export,2,0,40.4186,-79.6224
8178,Ogden (Plain City),3,0,41.2849,-111.964
8175,Wilkes Barre (Hanover Township),5,0,41.2191,-75.9532
8170,Christian (county),2,0,37.0145,-92.9859
8168,Shelley,3,0,43.3758,-112.117
8165,Mascoutah,3,0,38.4896,-89.7961
8163,Tuscola (county),2,0,43.4871,-83.3874
8162,Lenoir (county),3,0,35.1274,-77.6937
8161,Munnsville (Stockbridge),3,0,42.9908,-75.6036
8156,Kidron,3,0,40.7412,-81.745
8151,Hopewell Junction,4,0,41.5756,-73.795
8149,North Anson (Embden),3,0,44.89100000000001,-69.9008
8148,Tucson (Tuscon),2,0,32.1201,-110.938
8144,Watervliet,3,0,42.7332,-73.7034
8142,Boyne Falls,2,0,45.2312,-84.7527
8179,Leetonia,2,0,40.8622,-80.7549
8218,Deposit (Sanford),2,0,42.0601,-75.4277
8219,Eleva,2,0,44.5619,-91.4644
8225,Willow Spring (Willow Springs),2,0,35.529,-78.7227
8306,Wappingers Falls (Wappinger),3,0,41.5893,-73.8979
8305,Olivebridge (Olive),3,0,41.9037,-74.2518
8301,Gaylord,2,0,44.9934,-84.6634
8300,White Sulphur Springs (Neola),3,0,37.8021,-80.2858
8296,Madrid,2,0,44.7474,-75.12100000000002
8295,Anamosa,3,0,42.111,-91.2893
8291,Sturgeon,3,0,39.1943,-92.3013
8289,Gouldsboro (Thornhurst),2,0,41.2361,-75.5102
8288,Carnegie,3,0,40.4045,-80.0922
8282,Oshtemo,2,0,42.2915,-85.7259
8279,Labette (county),2,0,37.2525,-95.3212
8278,Highland Mills,2,0,41.3621,-74.1042
8273,Columbus (New Hope),2,0,33.4805,-88.4418
8272,Oroville (Honcut),2,0,39.3214,-121.506
8269,Loa (Fremont),2,0,38.4019,-111.649
8266,Rudolph,3,0,44.4353,-89.8025
8265,Mc Clure (East Cape Girardeau),2,0,37.2954,-89.4969
8228,Medical Lake,3,0,47.6706,-117.656
8230,Gooding (county),2,0,42.9396,-114.715
8231,Graves (county),7,0,36.5418,-88.6786
8234,Cincinnati (Woodlawn),2,0,39.2553,-84.4778
8235,Eucha,2,0,36.455,-94.9252
8238,Cleveland (Fairview Park),3,0,41.4624,-81.8504
8141,Devens,3,0,42.5359,-71.6197
8240,Ducktown,2,0,35.035,-84.3825
8250,Burt,2,0,43.3194,-78.719
8253,Fall Branch,3,0,36.4018,-82.6604
8259,Bolton Landing,2,0,43.5892,-73.6718
8261,Manor Township,2,0,39.9765,-76.4332
8263,Upshur (county),5,0,38.9902,-80.2314
8264,Hilton,6,0,43.2824,-77.7799
8245,Reno (Cold Springs),2,0,39.69300000000001,-119.97
8139,Hamilton (Millville),2,0,39.1429,-84.5521
8138,Marblehead,6,0,42.495,-70.8558
8137,Osage (county),2,0,38.4612,-91.6587
8058,Cleveland (Valley View),2,0,41.4051,-81.6223
8057,Bent Mountain,2,0,37.1627,-80.1016
8056,Luana,2,0,43.1166,-91.4148
8055,Casselberry (Fern Park),2,0,28.6518,-81.331
8054,Green Creek,2,0,39.0409,-74.8986
8051,Dale (county),2,0,31.404,-85.5797
8050,Midway (Pemberton),2,0,37.7076,-81.2178
8049,Greenbrier (county),2,0,38.0198,-80.5438
8048,Roanoke Rapids (Roanoke Rapid),3,0,36.4392,-77.6558
8045,Volcano,3,0,19.4243,-155.216
8044,Otter Tail (county),3,0,46.2852,-96.1179
8043,Mattapoisett,3,0,41.6642,-70.7854
8042,Standish,4,0,43.7376,-70.6306
8040,Columbia Cross Roads,2,0,41.8955,-76.6859
8039,Mira Loma (Jurupa Valley),2,0,33.9887,-117.502
8037,Mariposa,5,0,37.6174,-120.233
8036,Upper Sandusky,2,0,40.8221,-83.2881
8013,Oakland (county),5,0,42.7264,-83.2938
8014,Bethlehem (Freemansburg),2,0,40.631,-75.3417
8015,Middleboro,4,0,41.9289,-70.8804
8016,Cincinnati (Carthage),3,0,39.1931,-84.4831
8021,Mesilla,2,0,32.2723,-106.792
8022,Fremont (county),4,0,38.496,-105.305
8060,Calais,5,0,45.1838,-67.2711
8023,Byers,2,0,39.8117,-104.189
8026,Sutton,5,0,42.1667,-71.7225
8027,Overgaard,2,0,34.3896,-110.552
8028,Snydertown,2,0,40.8801,-76.6658
8029,Florence (Saint Florian),2,0,34.8775,-87.6383
8034,Tehachapi (Stallion Springs),2,0,35.0769,-118.612
8035,Tipton (county),3,0,35.6018,-89.7036
8025,Manistee (county),2,0,44.2239,-85.861
8311,Lessor,2,0,44.6334,-88.421
8069,Clarkson,3,0,43.2626,-77.8943
8071,Spencerport (Ogden),5,0,43.1431,-77.7854
8136,Kalispell (Evergreen),3,0,48.22,-114.28
8134,Romeo (Bruce Township),3,0,42.8314,-83.0202
8133,Manitowoc (county),3,0,44.0855,-87.669
8131,Mc Clure (Mcclure),2,0,37.2958,-89.4964
8130,Little Ferry,2,0,40.8469,-74.0407
8129,Gouverneur,4,0,44.3315,-75.4632
8127,Colonial Beach,3,0,38.2587,-76.9761
8125,Tilton (Northfield),5,0,43.4224,-71.5807
8123,Coon Valley,2,0,43.7015,-91.0142
8122,South Windsor,8,0,41.8421,-72.6092
8116,Trapper Creek,3,0,62.228,-150.461
8114,Checotah,4,0,35.4632,-95.5257
8113,Bingham,6,0,45.0585,-69.8938
8112,Saint Helena Island (St Helena Is),3,0,32.3803,-80.5455
8110,Scaly Mountain,2,0,35.0209,-83.3175
8109,Bethel (Newtok),2,0,60.7854,-161.80100000000004
8107,Pinellas (county),4,0,27.9546,-82.7514
8072,Payne,2,0,41.0728,-84.7318
8073,North Haven,12,0,41.3984,-72.8529
8076,Houston (Hedwig Village),2,0,29.829,-95.4913
8078,Hawkeye,2,0,42.9492,-91.9616
8079,Cleveland (Middleburg Heights),3,0,41.3681,-81.8381
8082,Alva,2,0,26.7109,-81.5811
8070,Haslett,2,0,42.7374,-84.3671
8084,Donegal,2,0,40.1041,-79.405
8088,Merrick (North Merrick),4,0,40.6651,-73.4523
8098,Boxford,5,0,42.6607,-70.9771
8100,Traskwood,2,0,34.4793,-92.6532
8101,Waitsfield (Fayston),2,0,44.1917,-72.8842
8102,Laurel (county),5,0,37.1892,-84.1122
8105,Jenkins,4,0,46.646,-94.3349
8086,Pittsburgh (Bellvue),2,0,40.5015,-80.0514
8546,Yucaipa,7,0,34.0339,-117.052
8314,Carver,4,0,41.8479,-70.7834
8318,Billingsley,2,0,32.4864,-86.5025
8485,Moretown,3,0,44.2781,-72.6639
8484,Castleton On Hudson,2,0,42.5555,-73.6823
8483,Dilworth,2,0,46.8787,-96.7109
8482,Richfield Springs (Richfield),2,0,42.8512,-74.9705
8481,Zionville,2,0,36.3075,-81.7515
8479,White Pine (county),2,0,39.2508,-114.876
8478,Oklahoma (county),2,0,35.6233,-97.4881
8476,Oklahoma City (Forest Park),2,0,35.5078,-97.4417
8475,Homestead (Princeton),2,0,25.5255,-80.4126
8474,Cobb (county),7,0,33.9972,-84.4688
8473,Alum Creek,3,0,38.2562,-81.8469
8470,Pepperell,5,0,42.6663,-71.5678
8467,Brusly,3,0,30.3781,-91.241
8466,Berryville,3,0,36.3663,-93.5643
8486,Winona (county),2,0,43.8574,-91.5095
8465,Brookland,5,0,35.9305,-90.5994
8462,Broxton,3,0,31.6481,-82.8873
8461,Friday Harbor (San Juan Island),2,0,48.5999,-123.138
8460,Gasport,2,0,43.2516,-78.5758
8459,Cincinnati (Price Hill),6,0,39.1019,-84.5133
8455,Northborough,4,0,42.2892,-71.6579
8454,Sullivan (county),5,0,36.5423,-81.9948
8448,Houlton (Littleton),3,0,46.1224,-67.8654
8445,Dungannon,2,0,36.8286,-82.4687
8444,Mcdowell (county),6,0,35.6811,-82.01700000000002
8442,Canfield,3,0,41.0266,-80.7556
8441,North Webster,5,0,41.3091,-85.6738
8439,North Freedom,2,0,43.3716,-89.7707
8438,Le Center,2,0,44.387,-93.729
8437,Caddo (county),2,0,35.076,-98.2476
8464,Barry County (county),2,0,42.6105,-85.4157
8487,Thurman (Bartlett),2,0,40.832,-95.7563
8488,Smithland,2,0,37.114,-88.338
8489,Leonard (Addison Township),2,0,42.8437,-83.1407
8544,Crawfordsville,3,0,40.0102,-86.7981
8543,Erin,2,0,42.184,-76.7181
8542,Monroe Township (Jamesburg),2,0,40.3556,-74.4386
8540,Manorville,2,0,40.9011,-72.7773
8539,Hazleton (Hazle Township),3,0,40.9899,-76.0085
8538,Middleport,3,0,39.0149,-82.074
8536,Woodward,4,0,36.429,-99.4001
8534,Patchogue,4,0,40.7754,-72.9565
8532,East Pittsburgh,4,0,40.4036,-79.8406
8531,Swift (county),2,0,45.3177,-95.5908
8530,Ray (county),2,0,39.4197,-93.9853
8528,Middle Smithfield Township,2,0,41.0836,-75.0845
8526,Welch,3,0,37.4321,-81.5775
8525,Lake Grove,2,0,40.8554,-73.1159
8522,Parshall,2,0,47.9362,-102.147
8521,Natrona,3,0,43.413,-106.249
8517,Manassas (Manassas Park),2,0,38.7728,-77.4525
8490,Wauneta,2,0,40.4225,-101.382
8492,Spirit Lake,4,0,43.4286,-95.0991
8495,Dexter (Midway),2,0,33.2415,-104.426
8496,Springer,3,0,34.3162,-97.1445
8497,Aubrey,2,0,33.223,-96.9366
8499,Mohegan Lake,2,0,41.3219,-73.8599
8436,Manton,3,0,40.4331,-121.845
8500,Starke (county),2,0,41.2765,-86.6071
8504,Pfafftown,2,0,36.1688,-80.3821
8505,Idaho City,2,0,43.8314,-115.834
8508,Lea (county),2,0,32.7117,-103.137
8509,Angelica,2,0,42.297,-78.0283
8511,Spillville,2,0,43.2038,-91.953
8515,Cave Springs,2,0,36.2703,-94.2141
8501,Crow Agency,3,0,45.6431,-107.468
8434,Cookeville (Algood),2,0,36.1786,-85.4586
8433,Meade (county),2,0,44.2159,-102.59
8432,Harrisburg (Lower Paxton),9,0,40.2943,-76.8057
8377,Letcher,2,0,43.893,-98.1645
8371,Glenside (North Hills),2,0,40.109,-75.1647
8368,Campbell Hall,2,0,41.4426,-74.2454
8366,Roanoke (Cave Spring),5,0,37.2158,-80.0182
8364,Charlotte (Mint Hill),9,0,35.2062,-80.6041
8358,Troy (Lansingburg),3,0,42.7564,-73.681
8357,Hilton Head Island (Hilton Head),6,0,32.2325,-80.7424
8352,Groves,5,0,29.9402,-93.9133
8347,Wrentham,2,0,42.0415,-71.3506
8346,Pompano Beach (Parkland),2,0,26.3045,-80.2694
8345,Emery (county),2,0,39.3843,-111.084
8343,Newmanstown (Sheridan),2,0,40.3495,-76.2133
8342,Mount Wolf,2,0,40.0666,-76.7056
8341,Watsonville (Royal Oaks),8,0,36.8726,-121.736
8340,Harrisonburg (Harrisburg),2,0,38.4231,-78.8736
8338,Marble Falls (Granite Shoals),2,0,30.5834,-98.3957
8337,Port Washington,2,0,43.395,-87.8804
8319,Rhinebeck,2,0,41.9729,-73.9272
8320,Wood Ridge (Wood-ridge),2,0,40.8482,-74.0865
8321,Lame Deer,2,0,45.5775,-106.531
8322,Wofford Heights,2,0,35.7109,-118.562
8323,Westernport,3,0,39.4837,-79.0455
8326,Fort Smith (Bonanza),2,0,35.3673,-94.4135
8378,Ward (county),4,0,48.2131,-101.283
8328,White Deer,2,0,41.0529,-76.8939
8330,Sheboygan Falls,2,0,43.7277,-87.8194
8331,Aitken,2,0,46.4904,-93.6783
8333,Georgetown (county),5,0,33.4863,-79.3739
8334,Jessamine (county),2,0,37.8901,-84.5925
8335,Scipio Center (Venice),2,0,42.7835,-76.5589
8336,Walker (Leech Lake),2,0,47.0955,-94.5316
8329,Mecosta (county),4,0,43.6962,-85.4789
8315,Grand Haven,2,0,43.0672,-86.2202
8379,Fort Hall,2,0,42.9903,-112.425
8382,Schofield,2,0,44.9506,-89.6222
8430,Calhan,3,0,38.8963,-104.259
8429,Golden Meadow,3,0,29.3979,-90.2742
8427,Carson (county),2,0,39.1789,-119.733
8426,Hegins,2,0,40.6779,-76.4391
8425,East Rockaway,2,0,40.6402,-73.6678
8424,Cincinnati (Anderson),2,0,39.1019,-84.5133
8423,Alamance (county),2,0,36.0711,-79.4672
8422,Hyattsville (Palmer Park),2,0,38.9147,-76.8752
8421,Port Byron,3,0,43.0777,-76.6501
8419,Middleport (Royalton),2,0,43.2192,-78.4792
8418,Sequoyah (county),2,0,35.3897,-94.519
8417,Airway Heights,5,0,47.6441,-117.589
8416,Wiscasset (Westport Island),2,0,43.9581,-69.6817
8415,Denmark (New Denmark),2,0,44.3275,-87.8876
8414,Rochester (Gates),7,0,43.1779,-77.7066
