cities,incidents,latitude,longitude
Cresson,2,40.470718,-78.58946
Corrigan,2,31.040793,-94.812363
Glen Easton,2,39.868737,-80.600655
Beavertown,2,40.754705,-77.169508
Vershire,2,43.952586,-72.311252
Engelhard,2,35.325223,-76.028472
Hopedale,2,42.127515,-71.533138
Wahoo,2,41.197043,-96.669114
Moss Beach,2,37.52019,-122.499618
Kwethluk,2,60.314735,-163.118947
Hilltop,2,38.041293,-81.064784
Wheatland,2,46.447745,-109.843492
Hanson,2,43.66844,-97.75632
Chicago Ridge,2,41.811929,-87.68732
North Bonneville,2,45.641704,-122.005783
Paradise Valley,2,33.360896,-111.963149
Saint Louis (Creve Coeur),2,38.6708,-90.4424
Isaban,2,37.375246,-81.653889
West Newfield,2,43.6432,-70.8922
Ekwok,2,58.962101,-163.118947
Shamrock,2,35.912399,-96.57803
Glenolden (Darby Township),2,39.9091,-75.3009
Brosville,2,36.6194,-79.6022
Palacios,2,28.934196,-96.075063
East Brookfield,2,42.205311,-72.049907
Pocono Pines,2,41.083557,-75.515614
West Coxsackie,2,42.397703,-73.834836
Bordentown,2,40.101535,-74.724711
Ina,2,38.155485,-88.819501
Cunningham,2,36.398614,-87.376496
Crosbyton,2,33.616133,-101.306058
Dupont,2,47.082,-122.676
Martha,2,38.074113,-82.744663
Boca Grande,2,26.754493,-82.261149
Valley Park,2,32.711257,-90.952716
Jermyn,2,41.561174,-75.618764
Lagro,2,40.826475,-85.700909
Bayville,2,44.021333,-69.523263
Hulbert,2,46.390752,-85.176386
Fourmile,2,36.7935,-83.742
Egg Harbor City (Egg Harbor),2,39.5288,-74.6472
Linn,2,38.4753,-91.8368
Loomis,2,38.8203,-121.191
Matawan (Aberdeen),2,40.4176,-74.2411
Calico Rock,2,36.1457,-92.1298
Bow,2,43.1434,-71.5692
Amwell,2,40.0753,-80.1744
Parlin,2,38.54,-106.657
Ebro,2,30.4806,-85.8436
Artesian (Forestburg),2,44.0316,-97.9879
Jeddo (Worth Township),2,43.1947,-82.5955
Mount Sherman,2,37.4397,-85.6679
Medora,2,38.8247,-86.2412
Belle (Quincy),2,38.2039,-81.5023
Cohutta,2,34.9269,-84.945
Lynn Center,2,41.2957,-90.3342
Olyphant,2,41.5347,-75.609
Peach Bottom (Fulton),2,39.7707,-76.2131
Pinon Hills,2,34.4461,-117.643
South Webster,2,38.829,-82.696
Stillwater (Oak Park Heights),2,45.0319,-92.8113
Mesilla Park,2,32.1912,-106.697
Hillsborough (county),2,28.0181,-82.3754
Mansfield Center,2,41.7585,-72.1953
Prairie Home,2,38.8209,-92.6025
Docena,2,33.5625,-86.9314
Ness City,2,38.4457,-99.9076
La Junta,2,38.0132,-103.629
Heyburn,2,42.5766,-113.727
Brackenridge,2,40.6098,-79.7448
Port Republic,2,38.5,-76.5374
Hankinson,2,46.0656,-96.904
Dow,2,39.0127,-90.3408
North Brookfield,2,42.2705,-72.0968
Sutherland,2,41.1546,-101.155
Grand Ridge,2,30.6371,-84.9515
Smartsville,2,39.1323,-121.309
College Place,2,46.0429,-118.389
Caruthers,2,36.5415,-119.835
Southmont,2,35.6628,-79.8517
Donnelsville,2,39.9179,-83.9446
Cowden,2,39.2504,-88.8576
Colona,2,41.4837,-90.3637
Berry,2,38.5272,-84.2901
Yarmouth Port,2,41.7058,-70.2226
Pinola,2,31.8808,-89.9643
Mckeesport (Port Vue),2,40.3359,-79.8732
Mc Sherrystown (Mcsherrystown),2,39.8051,-77.0166
Deadwood,2,44.379,-103.728
Machiasport,2,44.7074,-67.4012
Glen Campbell,2,40.8483,-78.8395
Gate City,2,36.638,-82.5809
Almont,2,42.9266,-83.0654
Grand (county),2,40.1314,-105.91
Albuquerque (Los Ranchos),2,35.1533,-106.639
Orma,2,38.6747,-81.0656
Smiths Creek,2,42.965,-82.527
Bucksport (Verona Island),2,44.5705,-68.7801
Jolon (Fort Hunter Liggett),2,36.0088,-121.237
Delmar (Bethlehem),2,42.6224,-73.8338
Clear Lake,2,43.1336,-93.3397
Henning,2,46.3203,-95.4432
Selmer,2,35.1823,-88.6138
Mc Bee (Mcbee),2,34.4019,-80.21
Elverta,2,38.7331,-121.439
Cheboygan,2,45.6095,-84.4712
Congress,2,32.2219,-110.972
Summerland Key (Sugarloaf Key),2,24.6464,-81.565
Ponderay,2,48.3009,-116.543
Feasterville Trevose,2,40.1534,-74.9733
Cerro Gordo (county),2,43.1498,-93.2002
Layland,2,37.8592,-81.0979
Englewood (Sheridan),2,39.6518,-105.033
Peebles,2,39.1425,-83.2803
Clarks,2,41.1626,-97.8097
Howard City,2,43.4082,-85.052
Pointblank,2,30.7482,-95.2196
Orick,2,41.2956,-124.055
Sandia Park,2,35.1597,-106.329
Oakdale (Knights Ferry),2,37.8554,-120.746
Cranberry Township,2,40.7272,-80.097
Charter Twp Of Clinton,2,42.5596,-82.9
Asbury Park (Tinton Falls),2,40.2924,-74.105
Davy,2,37.5269,-81.6418
Piney Point,2,38.1349,-76.497
Forestburgh,2,41.5879,-74.7551
Scotland,2,43.1839,-97.6378
Yamhill,2,45.3419,-123.188
East Syracuse,2,43.0676,-76.0659
Peoria (West Peoria),2,40.7033,-89.63
Reinholds,2,40.2666,-76.1079
Wingdale,2,41.6629,-73.5475
Salome,2,33.6135,-113.646
Calumet,2,41.5445,-87.4116
Gig Harbor,2,47.3382,-122.748
Woolstock,2,42.573,-93.8235
Ancram,2,42.0233,-73.6414
La Push,2,47.8987,-124.621
Manteo,2,35.9171,-75.6802
Sellersville,2,40.385,-75.337
Newport (Highland Heights),2,39.0354,-84.4523
Elizaville,2,42.0965,-73.7995
Columbus (Gahanna),2,40.023,-82.9025
Camp Douglas,2,43.8766,-90.277
Los Alamos (White Rock),2,35.8283,-106.206
Harrisburg (Linglestown),2,40.3423,-76.7917
Panama,2,42.0917,-79.51
Fort Sill,2,34.6613,-98.3964
Minneapolis (Saint Anthony),2,45.0152,-93.2247
Faucett,2,39.5997,-94.7876
Tracyton,2,47.6121,-122.655
West Alexandria,2,39.7362,-84.5665
Zumbrota,2,44.2828,-92.6664
Little Neck,2,40.7598,-73.7157
Kellogg,2,47.5377,-116.116
Lexington (Reedy Creek),2,35.9378,-80.352
Waldron,2,34.7946,-94.2071
Mechanicstown,2,41.4437,-74.3888
Lashmeet,2,37.4454,-81.1969
Saint Louis (Moline Acres),2,38.7512,-90.2465
Curwensville,2,40.9767,-78.5304
Hornbrook,2,41.8989,-122.488
Perry Hall,2,39.4052,-76.4408
Cannon Falls,2,44.5677,-92.8241
Telluride,2,37.9385,-107.838
Berger,2,38.633,-91.3231
Blum,2,32.1207,-97.4381
Dighton,2,41.8609,-71.1792
Chewelah,2,48.2741,-117.725
Kenbridge,2,36.9577,-78.1292
Mousie,2,37.392,-82.8467
Gadsden (East Gadsden),2,34.0224,-85.9764
Peckville,2,41.4801,-75.5911
Stockertown,2,40.7543,-75.2665
Newville,2,40.15,-77.3944
Orlando (Belle Isle),2,28.4622,-81.3599
Rushville,2,39.5999,-85.4431
Peoria Heights,2,40.7255,-89.625
Braithwaite (Davant),2,29.6056,-89.8417
Licking,2,37.4993,-91.8571
Wyomissing,2,40.3264,-75.9564
Floyd,2,43.1231,-92.7359
Lizemores,2,38.3066,-81.1816
Wellborn,2,30.186,-82.826
Parkman,2,45.0707,-69.4174
Seibert,2,39.2906,-102.875
Casey (county),2,37.3047,-84.9466
Holdenville,2,35.0859,-96.3964
Nags Head,2,35.9478,-75.6235
Upton,2,42.1727,-71.6092
Long Key (Layton),2,24.8416,-80.7928
Redwood (county),2,44.5401,-95.1225
Lansdowne (East Lansdowne),2,39.9431,-75.2606
Noonan,2,48.8896,-103.012
Azle (Pelican Bay),2,32.9686,-97.5216
Bluffton (Rockford),2,40.7366,-85.1731
Colon,2,41.942,-85.3284
Marysville (Loma Rica),2,39.305,-121.412
Dade County,2,37.495,-93.8811
West Portsmouth,2,38.7439,-83.0798
Sieper,2,31.2192,-92.8211
Pawnee (county),2,36.2826,-96.4727
Mayo,2,29.9849,-83.0206
Saint Elizabeth,2,38.2445,-92.2683
Piedmont (Borden Springs),2,33.9428,-85.4462
Haskell,2,33.1505,-99.7241
Symsonia,2,36.8763,-88.4941
Darrington,2,48.2361,-121.591
Rancho Santa Margarita,2,33.6537,-117.613
Quitman (county),2,34.4156,-90.3061
Fairlawn,2,41.1327,-81.5986
Opdyke,2,38.3172,-88.7891
Thurmond,2,36.3576,-80.923
Terlingua,2,29.3286,-103.546
Betsy Layne,2,37.5565,-82.6223
Romney,2,40.2297,-86.8887
Signal Mountain (Walden),2,35.1408,-85.3162
Mcdonald,2,35.1131,-84.9827
Cleveland (Mayfield Heights),2,41.5203,-81.4736
Cleveland (Garfield),2,41.4338,-81.6056
Finland,2,47.4294,-91.2445
Brookston,2,33.6556,-95.6378
Lansdale (Upper Gwynedd),2,40.2388,-75.2901
Wethersfield (Weathersfield),2,41.7019,-72.6764
Hazel Dell,2,45.6896,-122.652
Mc Cook (Mccook),2,40.2087,-100.629
Idalou (idalou),2,33.7668,-101.666
Chesterton (Burns Harbor),2,41.6241,-87.0649
New Durham,2,43.5295,-71.1378
East Prairie,2,36.7878,-89.3955
Holtsville,2,40.8161,-73.0202
Snelling,2,37.4887,-120.446
Godley,2,32.4443,-97.5182
Iberville Parish (county),2,30.2104,-91.2795
Almyra,2,34.4077,-91.4067
Birchwood,2,35.3542,-84.992
Cannon Beach,2,45.8923,-123.96
Upper St. Clair,2,40.3172,-80.0683
Rapides (county),2,31.3388,-92.3924
Smyth (county),2,36.8276,-81.5391
Yazoo County,2,32.8184,-90.3896
Bickmore,2,38.3623,-81.0902
Marion County (county),2,38.535,-88.9124
Suitland (Morningside),2,38.8283,-76.8955
Haughton,2,32.548,-93.5585
Achille,2,33.8331,-96.39
George,2,43.3426,-95.9987
Kotlik,2,63.0966,-164.038
Arlington (Pantego),2,32.7144,-97.1663
Potlatch,2,47.028,-116.926
Riverside (Woodcrest),2,33.8894,-117.331
Los Angeles (Silver Lake),2,34.0868,-118.28
Pavilion,2,42.8775,-78.0072
Roberts,2,43.6841,-112.108
Barnstable (county),2,41.5812,-70.5631
Roxana,2,38.8492,-90.0831
Jackson (Jackson Hole),2,43.4757,-110.77
Coal Township,2,40.7852,-76.5676
Riverton (Cinnaminson),2,39.973,-75.0136
Charleston (Marmet),2,38.3604,-81.6456
West Lebanon,2,43.6484,-72.305
Le Claire (Leclaire),2,41.6089,-90.3648
Morgantown (Westover),2,39.6388,-79.9885
Brian Head,2,37.6289,-112.935
Millheim,2,40.8896,-77.4818
Minster,2,40.3725,-84.3487
Unity,2,40.2848,-79.3804
Pierce,2,42.1924,-97.3681
Bealeton,2,38.5745,-77.7624
Pottawattamie (county),2,41.4918,-95.746
Maple Park,2,41.8987,-88.6014
Des Moines (Beaverdale),2,41.6176,-93.6919
Swanquarter,2,35.4226,-76.3182
Cattaraugus (county),2,42.1584,-78.6951
Ehrenberg,2,33.6035,-114.525
Sophia,2,35.804,-79.912
Fort Stewart,2,31.8305,-81.6207
Holliston,2,42.2007,-71.4294
Cibolo,2,29.6002,-98.2178
San Ramon,2,37.777,-121.989
Sheboygan (county),2,43.736,-87.7286
Sac City,2,42.4202,-94.9895
Biscayne Bay,2,25.5722,-80.2321
Ruffs Dale,2,40.1959,-79.6575
Appalachia,2,36.9101,-82.7912
Foster,2,44.4209,-122.62
Saint Petersburg (Saint Pete Beach),2,27.734,-82.746
Ocean Shores,2,46.9595,-124.158
Boonton (Boonton Township),2,40.9168,-74.4018
Glen Lyon,2,41.1726,-76.0781
Mechanicsburg (Silver Spring Township),2,40.2724,-77.023
Surry,2,37.1379,-76.8352
Oregonia,2,39.4989,-84.1018
Onawa,2,42.0283,-96.0879
Greendale,2,42.9479,-88.0084
Trimont,2,43.7744,-94.7171
Raisin City,2,36.6011,-119.902
Elkland,2,41.9893,-77.2767
Quaker City,2,39.9797,-81.2568
Cincinnati (Sycamore Twp),2,39.2104,-84.3737
New York Mills,2,43.0948,-75.2992
Moffat (county),2,40.5255,-107.562
New Kent,2,37.4913,-76.9897
Forest (county),2,45.5554,-88.9135
Ashville (South Bloomfield),2,39.7138,-82.987
Hunt Valley,2,39.4955,-76.6584
Shawano (county),2,44.7748,-88.5998
New London (Sutton),2,43.3942,-71.9884
Orlando (Azalea Park),2,28.5571,-81.3108
Lagrangeville (La Grange),2,41.6454,-73.7794
Deer Creek,2,46.3812,-95.3176
Shiocton,2,44.497,-88.5697
Ansted,2,38.1214,-81.1178
Eastview,2,37.5748,-86.112
Merryville,2,30.4854,-93.6767
Ridgeland (Mitchellville),2,32.461,-80.9837
Green Bay (Allouez),2,44.4782,-88.0159
Stewartsville,2,40.691,-75.1085
Grantham,2,43.5327,-72.1398
Cincinnati (Saint Bernard),2,39.1606,-84.5044
Kendall Park,2,40.421,-74.5785
Provincetown,2,42.0567,-70.1783
Dover Plains,2,41.7396,-73.5805
Burlington (county),2,39.7164,-74.5355
Westernville,2,43.3341,-75.3526
Raccoon,2,37.4836,-82.4301
Burneyville,2,33.9405,-97.2476
Lacassine,2,30.2362,-92.9223
Double Springs,2,34.1527,-87.4025
Tellico Plains,2,35.3619,-84.2943
Kongiganak,2,60.9405,-164.621
St Louis,2,38.7487,90.37
Wellsville (Young Ward),2,41.6474,-111.927
Richwoods,2,38.1538,-90.8195
Miami (Perrine),2,25.5932,-80.378
Claysville,2,40.1179,-80.4103
Tulsa (county),2,36.05,-95.8078
Waterford Works (Chesilhurst),2,39.7357,-74.8701
Summit Hill,2,40.8345,-75.8291
Brownsdale,2,43.7374,-92.8719
Grand Rapids (East Grand Rapids),2,42.9519,-85.6293
Kylertown,2,40.9934,-78.1672
Ecru,2,34.351,-89.0255
East Feliciana (county),2,30.8507,-91.0057
Monmouth (county),2,40.2416,-74.2739
Combined Locks,2,44.2728,-88.3194
Mcintosh (county),2,35.4714,-95.5232
East Moriches,2,40.8057,-72.7437
Dundee (East Dundee),2,42.0788,-88.2588
Franksville,2,42.7981,-87.9534
Chesterhill,2,39.4892,-81.8659
Wicomico (county),2,38.3545,-75.5706
Dayton (South Brunswick),2,39.9599,-74.1947
Pine River,2,46.7099,-94.3685
Mc Clellandtown (Mcclellandtown),2,39.8627,-79.8669
Summerland Key,2,24.6616,-81.4416
Plaistow,2,42.8445,-71.1069
Hargill,2,26.4446,-98.0121
Yardville,2,40.1854,-74.6778
Maramec,2,36.2235,-96.7022
Bragg City,2,36.269,-89.91
Schaghticoke,2,42.9203,-73.6019
Levy,2,29.3812,-82.408
Muskingum County,2,40.0569,-81.8767
Chepachet,2,41.9203,-71.6217
Silver Spring (Wheaton),2,39.0414,-77.0518
Cowan,2,35.1723,-86.0087
La Plata County,2,37.2223,-107.856
Gloucester Courthouse,2,37.4169,-76.5342
Herington,2,38.6536,-97.0047
Kents Hill (Fayette),2,44.477,-70.0376
Epsom,2,43.2296,-71.3539
Clarks Summit (Scott Township),2,41.4737,-75.6967
Shasta (county),2,40.6176,-122.353
Bay Saint Louis (Bay St Louis),2,30.3042,-89.3973
Watsonville (Pajaro),2,36.9035,-121.736
New Bloomfield,2,38.7207,-92.1058
Warrenton (Opal),2,38.6279,-77.8005
Cambridge (Cambridgeport),2,42.3643,-71.1075
Wildwood (North Wildwood),2,39.0002,-74.7895
Boiling Springs (South Middleton),2,40.1628,-77.1401
Hart,2,43.6575,-86.2382
Solomon,2,38.9217,-97.3686
Chipley (Sunny Hills),2,30.5422,-85.5642
Tobyhanna (Coolbaugh Twp),2,41.1747,-75.4217
Oviedo (Chuluota),2,28.6185,-81.1003
Dexter (Ripley),2,45.0176,-69.2956
Winona Lake,2,41.2191,-85.8144
Dothan (Rehobeth),2,31.1551,-85.4467
Mohave (county),2,35.2611,-113.998
Sarasota (Siesta Key),2,27.2761,-82.5643
Tyler (Tyler Junior College),2,32.3342,-95.2855
Chetopa,2,37.0434,-95.0821
Eskdale,2,38.0913,-81.4433
Grass Lake,2,42.2493,-84.1683
Kiefer,2,35.942,-96.0528
Coos Bay (Charleston),2,43.3639,-124.226
Bluefield (Green Valley),2,37.3013,-81.1556
Ruthven,2,43.1297,-94.8969
Round Lake Beach,2,42.3737,-88.0943
Caribou (county),2,42.6583,-111.591
Coffman Cove,2,55.8808,-132.645
Shelburne,2,44.3642,-73.2338
Grosse Tete,2,30.3713,-91.4115
Ballwin (Manchester),2,38.5842,-90.5106
Cincinnati (Oakley),2,39.1469,-84.4427
Coupeville,2,48.1977,-122.662
Orgas,2,38.0584,-81.5723
West Falmouth,2,41.5927,-70.6358
Igo (Ono),2,40.4227,-122.681
Wallins Creek (Wallins),2,36.8309,-83.4034
Lanoka Harbor (Lacey Township),2,39.8668,-74.1679
Espanola (Pajarito),2,35.9925,-106.059
Sherrills Ford,2,35.5707,-81.0263
Jellico,2,36.5799,-84.1328
Elburn,2,41.8767,-88.4818
Sumiton,2,33.7491,-87.0495
Hartville,2,40.9708,-81.3602
Wooton,2,37.1642,-83.3083
Cactus,2,36.0525,-101.998
Norcatur,2,39.8726,-100.198
Prairieburg,2,42.2384,-91.4241
Blandburg,2,40.6851,-78.4128
Battle Lake,2,46.2812,-95.7141
Sharpsville,2,40.3782,-86.1041
Purchase,2,41.037,-73.7119
Lewiston Woodville (Lewiston),2,36.1132,-77.18
Falun,2,38.6121,-97.703
Bithlo,2,28.5547,-81.1065
Sangerville,2,45.1652,-69.3608
Jefferson (Jefferson Township),2,39.7464,-84.2969
Island Lake,2,42.2901,-88.201
Vonore,2,35.5918,-84.2339
Wharton,2,37.8849,-81.6644
Oswegatchie,2,44.1983,-75.0838
Monon,2,40.8759,-86.8776
Phillips (Worcester),2,45.6915,-90.4039
Sopchoppy,2,30.0605,-84.4928
Neffs,2,40.0274,-80.8174
Sewickley,2,40.5284,-80.1648
Orlinda,2,36.6135,-86.7101
Seattle (Columbia),2,47.6396,-122.54
Sumner (county),2,36.5116,-86.333
Mariners Harbor,2,40.6357,-74.1667
Elizabethtown (White Lake),2,34.6539,-78.5139
Valhalla,2,41.0678,-73.7705
Pacific Palisades,2,34.0365,-118.527
Sandy Hook,2,31.0838,-89.9407
Devol,2,34.1959,-98.5901
Zwolle,2,31.5986,-93.6608
Marks,2,34.1985,-90.2768
San Jacinto (county),2,30.4832,-94.9921
Aransas (county),2,28.0394,-97.0582
Arma,2,37.5138,-94.7588
Feasterville Trevose (Feasterville-Trevose),2,40.1288,-74.976
Reedsville,2,40.6778,-77.61
North County,2,38.7504,-90.2507
South Boston (Turbeville),2,36.6374,-79.0373
Clay City,2,37.8747,-83.9059
Excelsior (Minnetrista),2,44.8883,-93.5663
Bertram,2,30.7486,-98.1309
Little Meadows,2,41.9906,-76.1312
Rhodesdale,2,38.6099,-75.7059
Trent Woods,2,35.0759,-77.0938
Rainelle,2,37.9668,-80.7767
Io (county),2,32.8982,-97.0404
New Berlin (Pittsfield),2,42.6242,-75.3316
Fortville,2,39.9374,-85.8584
Bernardston,2,42.6971,-72.5493
Bernardsville,2,40.7182,-74.5994
Pushmataha (county),2,34.1783,-95.3434
West Park,2,25.9919,-80.1845
Pend Oreille (county),2,48.4359,-117.317
Fort Lauderdale ,2,26.1329,-80.1637
Gurley,2,34.7379,-86.4303
Atmore (Canoe),2,31.0238,-87.4939
Tampa ,2,28.0088,-82.4121
Murray (county),2,34.4383,-97.0498
Whitmer,2,38.8623,-79.5589
City Of Industry (West Puente Valley),2,34.0605,-117.984
Mogadore,2,41.0281,-81.3202
Moravia (Sempronius),2,42.7672,-76.2885
Hanley Hills,2,38.6859,-90.3285
Hamersville,2,38.9208,-83.9873
Maury (county),2,35.6201,-87.0383
East Los Angeles,2,34.0127,-118.161
City Of Industry (City of Industry),2,34.0481,-117.988
Island Park,2,40.6014,-73.6568
Wartburg,2,36.0939,-84.5471
Menoken,2,46.806,-100.553
Bear Creek Township,2,41.24,-75.8644
Kibler,2,35.4304,-94.2316
Miami-dade ,2,25.894,-80.2431
Tunnelton,2,39.3928,-79.7497
Pottsville (North Manheim),2,40.6941,-76.1913
Hager City,2,44.5698,-92.5384
Burke County (county),2,35.6528,-81.7967
Helena (Helena-West Helena),2,34.5295,-90.5982
Bell County,2,31.0885,-97.5624
Cragsmoor,2,41.6698,-74.3855
Lemmon,2,45.9408,-102.159
Hendricks (county),2,39.882,-86.5434
Hanna City,2,40.7243,-89.7771
Opa Locka (Opa-Locka),2,25.8975,-80.2354
Tryon,2,35.27,-82.0823
Pittsburgh (East Liberty),2,40.4616,-79.9185
Tonganoxie,2,39.1171,-95.0813
Rainsville,2,34.5023,-85.8435
Rockville Centre (Lakeview),2,40.6716,-73.6533
Forked River (Lacey),2,39.8367,-74.2043
Vian,2,35.5135,-94.9683
Post Mills,2,43.8834,-72.2612
Lucas,2,36.8575,-86.0617
Selkirk,2,42.5479,-73.8147
El Portal,2,25.8508,-80.1852
Saint Augustine (Saint Augustine Beach),2,29.8646,-81.2853
Stephens City,2,39.09,-78.1837
Verdigre,2,42.6054,-98.0888
Sylva,2,35.3995,-83.1533
Raymore,2,38.7982,-94.4939
Occoquan,2,38.6782,-77.2605
Fanwood,2,40.6401,-74.3959
Merced County (county),2,37.301,-120.323
Hoopa (Weitchpec),2,41.1864,-123.705
Towson (Loch Raven),2,39.4064,-76.6444
Puyallup (Edgewood),2,47.1683,-122.267
Columbia City,2,41.1693,-85.4927
Jansen,2,40.2095,-97.0081
Davie (county),2,35.9043,-78.9691
Concan,2,29.5536,-99.7184
Babson Park,2,27.8458,-81.5385
Erhard,2,46.485,-95.9893
Niantic,2,41.318,-72.2239
Cordesville,2,33.1321,-79.8834
Elmira (Elmira Heights),2,42.12,-76.8255
Trevor,2,42.5003,-88.091
Cleghorn,2,42.8127,-95.715
Malad City,2,42.1831,-112.289
King George,2,38.2896,-77.1166
Angelus Oaks,2,34.2174,-116.963
Zumbro Falls,2,44.248,-92.4306
Angwin,2,38.5846,-122.467
Soulsbyville,2,37.9963,-120.261
White River,2,43.574,-100.762
East Brady,2,40.9236,-79.6633
West Fork,2,35.8953,-94.1417
Suncook (Allenstown),2,43.1281,-71.4415
Tutwiler,2,34.0099,-90.4018
Ossian,2,40.8302,-85.1111
Archbald (Eynon),2,41.4954,-75.5879
Tekamah,2,41.7828,-96.2226
Round Lake (Round Lake Heights),2,42.3812,-88.1065
Marine On Saint Croix,2,45.2058,-92.8191
Clem,2,33.5282,-85.0133
Meeteetse,2,44.1557,-108.869
North Sioux City (Dakota Dunes),2,42.4944,-96.4905
High Springs,2,29.8232,-82.6206
Hepzibah,2,39.3309,-80.3317
Lanoka Harbor,2,39.8651,-74.154
Saint Paul (Mounds View),2,45.1116,-93.2111
Pleasant Lake,2,41.5787,-85.0341
Glenmora (Calcasieu),2,31.0018,-92.6342
Green Oak Township,2,42.4472,-83.7704
Mckenzie,2,36.1279,-88.5262
Gateway,2,38.7768,-108.87
Clover (Lake Wylie),2,35.1187,-81.0835
Pennington Gap,2,36.7039,-83.0025
Deckerville,2,43.4818,-82.7531
Middlebourne,2,39.4923,-80.9004
Suamico,2,44.6551,-88.0529
Leander (Jonestown),2,30.5112,-97.9117
Porterdale,2,33.5752,-83.8435
Ft Mitchell (Edgewood),2,39.0116,-84.5799
Sawyer,2,37.499,-98.6838
Hortonville (Medina),2,44.3341,-88.6409
Lakeshore,2,30.2419,-89.4347
Louisville (Valley Station),2,38.0716,-85.8848
Warrenville (Burnettown),2,33.5054,-81.8427
Gastonia (Ranlo),2,35.2819,-81.1356
Richmond (Bon Air),2,37.5218,-77.5536
Edwards (North Edwards),2,34.9877,-117.876
Plympton,2,42.006,-70.8033
Mill City,2,44.7564,-122.479
Houston (Houston Heights),2,29.7908,-95.3878
Bernville,2,40.5076,-76.1347
Kemp (Seven Points),2,32.4335,-96.222
Gridley,2,39.3343,-121.676
Caputa,2,43.9788,-102.939
Mcgregor,2,46.6615,-93.2787
Mayetta,2,39.3394,-95.7255
Owsley (county),2,37.3921,-83.6142
Stamford (Glenbrook),2,41.0451,-73.5587
Saint Matthews (St Matthews),2,33.668,-80.9042
Royal,2,43.0562,-95.2742
Jewett,2,40.3763,-80.9949
Plain Township,2,40.8514,-81.4174
Plaquemines (county),2,29.8321,-90.0054
Colville,2,48.5423,-117.9
Green Lake,2,43.844,-88.957
Langford,2,45.6186,-97.7919
Sioux (county),2,43.077,-96.1785
Browntown,2,42.5768,-89.7921
Harrells,2,34.6939,-78.2196
Gill,2,42.6052,-72.5311
Earl Township,2,40.0876,-76.0627
Bellmont,2,38.3844,-87.9117
Lexington Township,2,40.9182,-81.1257
Falkland,2,35.6981,-77.5129
Three Springs,2,40.2244,-77.9569
Macclesfield,2,35.7521,-77.67
Clear Spring,2,39.6589,-77.8883
Ellis (county),2,36.2724,-99.8758
East Donegal Township,2,40.0822,-76.5604
Pequea (Martic),2,39.8878,-76.3213
Tok (Mentasta Lake),2,63.3547,-143.361
Fertile,2,47.5361,-96.2805
Bowersville,2,39.5809,-83.7261
Walled Lake,2,42.5558,-83.4725
Enola,2,40.2945,-76.9299
Natchez (Vidalia),2,31.5249,-91.4101
Marlette,2,43.3284,-83.0668
Lapine,2,31.921,-86.3582
Aroostook (county),2,46.9352,-68.8993
South Pittsburg,2,34.9992,-85.7366
Pima,2,32.8787,-109.843
Green Springs,2,41.2567,-83.0489
Ravensdale,2,47.358,-121.979
Gaines,2,42.9514,-83.8661
Heth,2,35.1023,-90.4669
Chapman,2,39.0747,-97.0178
Spencerport,2,43.2185,-77.7915
Hamblen,2,39.2692,-86.1995
Lordsburg,2,32.0316,-108.684
Charlemont,2,42.6309,-72.8804
Cherryhill Township,2,40.6078,-79.0075
East Taunton,2,41.8847,-70.9937
Greentown,2,40.4818,-85.973
Mosier,2,45.6899,-121.422
Grethel,2,37.4528,-82.6358
Pahala,2,19.2,-155.48
Blue Ridge,2,37.3791,-79.7645
Mcdonald County,2,36.6178,-94.3154
Kansas City (Northmoor),2,39.1795,-94.6096
Henrieville,2,37.5625,-111.995
Mars Hill,2,35.8355,-82.5305
Camptonville,2,39.4304,-121.076
Hopland,2,38.9712,-123.116
Redcrest,2,40.4165,-123.966
Olivehurst (Arboga),2,39.0493,-121.552
Pepeekeo,2,19.8334,-155.104
Ajo,2,32.3783,-112.865
Chouteau,2,36.1616,-95.3298
Aston (Green Ridge),2,39.8734,-75.4317
Byars,2,34.9453,-96.9348
Elfin Cove,2,58.1842,-136.314
Marlton (Evesham),2,39.8873,-74.9232
Freer,2,27.8761,-98.6217
Kihei,2,20.7448,-156.451
Cazadero,2,38.6623,-123.234
Johnson County (county),2,38.8454,-94.8521
Pittsville,2,38.3284,-75.3821
Middletown (Londonderry),2,40.1655,-76.6818
Shamokin Dam,2,40.8444,-76.8243
Lydia,2,34.2871,-80.1103
Curlew,2,48.918,-118.661
Bunn,2,35.9894,-78.2477
Gore Springs,2,33.7399,-89.5363
Gilpin,2,40.6619,-79.6165
Green Mountain,2,36.0163,-82.2905
Oglethorpe,2,32.311,-84.0926
Deal,2,40.2529,-74.0003
McKenzie,2,36.1324,-88.5188
Desoto County,2,34.8342,-90.0603
Mohican Township,2,40.7486,-82.1402
Merrill (Corning),2,45.166,-89.6959
Auburn (Bowman),2,38.9244,-121.056
Lenawee (county),2,41.9521,-84.2068
Crawfordsville (Crawfordsvlle),2,40.0419,-86.9
Heltonville,2,38.9868,-86.3893
Rodessa,2,32.9725,-93.992
Kurten,2,30.7847,-96.2652
Holstein,2,42.4893,-95.5432
Kane County,2,41.9142,-88.3087
Alstead,2,43.0781,-72.3551
