cities,killed,latitude,longitude
Mabank (Gun Barrel City),1,32.3229,-96.1498
Hickory Hill,1,35.0655,-89.8595
Saint James,1,43.9811,-94.6276
Shasta County,1,40.7909,-121.847
Lake Park,1,26.8001,-80.0549
Floral City,1,28.7308,-82.2945
Evans Mills,1,44.084,-75.8744
Stevens County,1,37.1869,-101.252
Prior Lake,1,44.7291,-93.4647
Kelseyville,1,38.9793,-122.839
Castalia,1,41.3468,-82.7642
Calhoun County,1,33.6149,-85.8605
Lovington,1,32.9451,-103.349
Preble County,1,39.778,-84.5662
Genoa Township,1,42.5223,-83.8811
New Orleans (Carrollton),1,29.9452,-90.1292
Five Points,1,33.0741,-85.2865
Butner,1,36.1396,-78.7476
Bunnlevel,1,35.3075,-78.8502
Bowie (county),1,33.4095,-94.0953
Sevier County,1,35.912,-83.6763
Sanilac County,1,43.2551,-82.5282
Shinnston,1,39.3658,-80.2063
Mundy Township,1,42.9435,-83.7629
Indian Head,1,38.5987,-77.1697
Northridge,1,34.2214,-118.54
Solana Beach,1,32.9874,-117.271
Sarcoxie,1,37.0669,-94.1231
Spring Creek,1,40.7359,-115.583
Mount Rainier,1,38.9375,-76.9589
Lake Forest,1,33.6431,-117.71
West Bloomfield,1,42.5825,-83.3508
Ray,1,42.7603,-82.9734
Whites Creek,1,36.2768,-86.7966
Titus (county),1,33.1756,-94.9738
Cape Canaveral,1,28.392,-80.6021
Redford (Redford Twp),1,42.3669,-83.288
Honea Path,1,34.5042,-82.323
Ash,1,33.9493,-78.6082
Moulton,1,34.4637,-87.2837
Grasonville,1,38.9561,-76.1929
Pine City,1,45.8173,-92.9686
Cantwell,1,63.4364,-148.697
Fort Stockton,1,30.8806,-102.89
Elmore (county),1,32.4692,-85.9348
La Pine,1,43.7243,-121.526
Liverpool (Salina),1,43.0855,-76.1706
Bernalillo County,1,35.0178,-106.629
Spring Hill (Weeki Wachee),1,28.5361,-82.5818
Osseo (Maple Grove),1,45.1294,-93.4143
Miller,1,37.2159,-93.8337
Constantia,1,43.2515,-76.0126
Fairfield County,1,34.2753,-81.0819
Wexford,1,40.632,-80.1045
Yerington,1,39.013,-119.071
Aldie,1,38.9453,-77.559
Tok,1,63.3547,-143.361
Nelsonville,1,39.383,-82.2771
Highlands,1,29.8056,-95.0484
Plattekill,1,41.7021,-74.038
Leechburg,1,40.6295,-79.6027
Jupiter (Tequesta),1,26.9592,-80.1074
Daytona Beach (Holly Hill),1,29.2486,-81.0537
Arlington (Lakeland),1,35.2123,-89.7275
Sonoma County,1,38.3692,-122.539
Parksley,1,37.7432,-75.6417
Fallsburg,1,41.7073,-74.6169
Oskaloosa,1,41.2926,-92.6427
Lower Kalskag,1,61.5188,-160.355
Bonner Springs,1,39.0641,-94.903
Mc Kee,1,37.49,-84.0924
New Canaan,1,41.1377,-73.4912
Rhinelander,1,45.6477,-89.4091
Devine,1,29.586,-98.6182
New Windsor,1,41.4678,-74.0552
Hapeville,1,33.6664,-84.4086
Forest Lake,1,45.2953,-92.9195
Casey County,1,37.5159,-84.8661
Signal Mountain,1,35.1394,-85.3495
Millstadt,1,38.454,-90.0821
Gladwin,1,44.229,-84.3884
Dodge County,1,32.2883,-83.2587
Harleyville,1,33.2162,-80.4362
Kerman,1,36.7056,-120.079
Fresno County,1,36.7069,-119.769
Kimberly,1,33.78,-86.8158
Rockton,1,42.4539,-89.0241
Indian River (county),1,27.6403,-80.6179
Stonington,1,41.3506,-71.9034
Madera (county),1,36.9861,-120.058
Stone (county),1,36.6837,-93.3774
Williamson County,1,37.809,-89.0218
Hooper Bay,1,61.5003,-165.711
Saint Louis (Sunset Hills),1,38.5536,-90.4069
Bradley County,1,35.1938,-84.8568
Wise County,1,33.2896,-97.6982
Hoquiam,1,46.9928,-123.887
Stayton,1,44.7874,-122.678
Cloverdale,1,38.8101,-123.025
New Town,1,47.996,-102.495
Colonie,1,42.7544,-73.7588
Richmond Hill,1,31.9238,-81.3181
Keystone Heights,1,29.7935,-81.9997
Boring,1,45.4292,-122.341
Bossier (county),1,32.5512,-93.7045
Lakewood (Joint Base Lewis Mcchord),1,47.2126,-122.481
Pomona Park,1,29.4958,-81.6027
Diamond Springs,1,38.6948,-120.813
Bennett,1,35.509,-79.5066
Gardner,1,42.5736,-71.9907
Joppa,1,39.4758,-76.3408
Malone,1,31.9169,-96.8968
Suffield,1,41.9609,-72.6234
Centennial,1,41.1917,-106.107
LaGrange,1,38.4161,-85.3713
Selinsgrove,1,40.7994,-76.862
Weld (county),1,40.5559,-104.185
Old Hickory,1,36.2393,-86.5585
Pigeon Forge,1,35.77,-83.5449
Varnville,1,32.8234,-81.0453
Dixie County,1,29.4459,-83.0287
Essexville,1,43.592,-83.8471
Collierville,1,35.0344,-89.689
Oakland County,1,42.6992,-83.3065
Adger,1,33.3902,-87.0913
Wentworth,1,36.3917,-79.7526
Kennebunk,1,43.4121,-70.5905
Hancock County,1,30.264,-89.4156
East Falmouth,1,41.5786,-70.5586
Conshohocken,1,40.0687,-75.2979
Billerica,1,42.5803,-71.2772
Pope (county),1,35.4743,-92.9748
Hagerhill,1,37.7778,-82.8085
Goodlettsville (Millersville),1,36.3495,-86.7186
Aiken (county),1,33.9939,-81.0283
Saint Louis (Affton),1,38.542,-90.3633
Federal Heights,1,39.8491,-104.999
Clay,1,38.4613,-81.0855
Brookline,1,37.0953,-93.3779
Bellport (North Bellport),1,40.777,-72.946
Collins,1,31.6369,-89.5493
Guntersville,1,34.3111,-86.313
Minneola,1,28.5738,-81.7292
Apollo Beach,1,27.7778,-82.4161
Temple Hills (Camp Springs),1,38.8033,-76.907
Prescott Valley,1,34.6058,-112.309
Whiting,1,41.6748,-87.4978
Summerdale,1,30.4945,-87.7084
La Place,1,30.0929,-90.4698
Monett,1,36.9308,-93.917
Monongahela,1,40.1865,-79.9156
Henrico County,1,37.6214,-77.4258
Rowan (county),1,35.6303,-80.5438
West Hartford,1,41.7513,-72.7182
Red Wing,1,44.5671,-92.528
Tehama (county),1,40.1794,-122.245
Spring Grove,1,39.8753,-76.8674
Navarre,1,40.6974,-81.478
Lawrenceburg (Greendale),1,39.1241,-84.8478
Flossmoor,1,41.5442,-87.6725
West Des Moines,1,41.494,-93.7698
Minneapolis (Blaine),1,44.8282,-93.3947
Charles City,1,43.0594,-92.6567
Menlo Park,1,37.4812,-122.14
Genoa,1,41.4535,-97.7456
Anchor Point,1,59.777,-151.836
Nashville (Donelson),1,36.1535,-86.6621
Mineral,1,38.0192,-77.9194
Lake Mills,1,43.0695,-88.8987
Rayville,1,32.4667,-91.7469
Carrick,1,40.4023,-79.9885
Graham (county),1,32.8166,-109.651
Yorba Linda,1,33.8892,-117.757
Babylon,1,40.6965,-73.4263
West Liberty,1,40.2159,-83.7543
Steuben (county),1,41.6448,-84.9702
Brevard County,1,28.2639,-80.7214
Plain Dealing,1,32.9097,-93.7029
Trenton (Ewing),1,40.2327,-74.7642
State College,1,40.8219,-77.8716
Wappingers Falls,1,41.5645,-73.9054
Fieldale,1,36.7004,-79.9395
Chehalis,1,46.6556,-123.113
Beaver Falls,1,40.75,-80.3209
Globe,1,33.4034,-110.774
Perdido,1,31.022,-87.6456
Baltimore County,1,39.3727,-76.4894
Yankton,1,42.8932,-97.3797
Adamsville,1,33.5532,-86.9739
DeKalb (county),1,34.5211,-85.6846
Vinita,1,36.6168,-95.0887
Menomonee Falls,1,43.1852,-88.1024
Creston,1,41.9326,-88.9648
Yukon,1,35.493,-97.7603
Pittsburgh (Mount Oliver),1,40.5771,-79.8925
Glendora,1,34.136,-117.864
Amityville,1,40.7026,-73.4202
Hanahan,1,32.9156,-80.0164
Osteen,1,28.8456,-81.1306
Carteret,1,40.5812,-74.2201
Coralville,1,41.6869,-91.5973
Pittsford,1,41.8631,-84.4728
Kuna,1,43.5118,-116.412
Vernal,1,40.4503,-109.539
Comer,1,34.069,-83.1048
Roebuck,1,34.8765,-81.9542
Burgaw,1,34.546,-77.9349
Pierce (county),1,47.0815,-122.245
Shenandoah,1,40.8179,-76.2053
Charlestown,1,38.5116,-85.5337
Millcreek,1,42.1021,-80.1561
Malta,1,48.3627,-107.878
Cherry Hill,1,39.9456,-75.0331
Box Elder,1,44.1337,-103.069
Cumberland County,1,35.0516,-78.8791
Ellsworth,1,44.568,-68.4214
Marathon (Duck Key),1,24.725,-81.047
Cabazon,1,33.9256,-116.814
Branford,1,41.279,-72.8169
Daly City,1,37.6868,-122.46
Elberta,1,39.9764,-111.959
Port Barre,1,30.5576,-91.9473
Festus,1,38.2074,-90.499
Lancaster (county),1,40.7486,-96.6495
Mead,1,41.2342,-96.5028
Nitro,1,38.4234,-81.8174
Tamaqua,1,40.7977,-75.9731
Scarborough,1,43.5775,-70.3783
Russell Springs,1,37.1476,-85.0271
Oconee (county),1,33.8572,-83.4186
Okmulgee County,1,35.6796,-95.9833
Putnam County,1,38.3995,-81.8997
Copiague,1,40.6865,-73.4024
Rockville,1,39.047,-77.0924
Flower Mound,1,33.0629,-97.0634
Yorkville,1,41.6542,-88.4508
Duplin County,1,34.884,-78.0195
Robertsville,1,38.3442,-90.8031
Calexico,1,32.6792,-115.5
Warren County,1,40.759,-90.4727
Red Oak,1,41.0071,-95.2301
Fort Lee,1,40.8567,-73.9732
South Milwaukee,1,42.8998,-87.8643
Livingston Parish,1,30.5273,-90.9196
Calloway (county),1,36.6175,-88.297
Gorham,1,43.7051,-70.4074
Taylor County,1,39.4238,-79.9874
Hawley,1,41.4609,-75.3109
Harvest,1,34.812,-86.7665
Fairhope,1,30.517,-87.8665
Port Orchard,1,47.5111,-122.601
Haymarket,1,38.8477,-77.6402
Wentzville,1,38.8106,-90.8364
Cullman (county),1,34.198,-86.7751
Berthoud,1,40.2982,-105.109
Hungry Horse,1,48.3858,-114.066
Loranger,1,30.6243,-90.3719
Pennington (county),1,44.0817,-103.216
Milwaukie,1,45.4275,-122.623
Pontotoc (county),1,34.7796,-96.6718
Landover Hills,1,38.9426,-76.9028
Camdenton,1,38.056,-92.7856
Four Oaks,1,35.3651,-78.3554
Yakima (county),1,46.2587,-120.062
Molino,1,30.7511,-87.4058
Manila,1,35.8441,-90.1947
Westbury (New Cassel),1,40.7561,-73.5793
Cromwell,1,37.3529,-86.7595
Chicago (Lakeview),1,41.9402,-87.6542
Henagar,1,34.6631,-85.6275
Rawlins,1,41.7935,-107.236
Pinal (county),1,33.3424,-111.448
Cincinnati (Bond Hill),1,39.2052,-84.4611
Croswell,1,43.2644,-82.6406
Corunna,1,42.9869,-84.125
Craven (county),1,35.2515,-77.1467
Perry (Perry Township),1,40.8061,-81.4306
Dickinson (San Leon),1,29.5026,-94.9549
Stark County,1,46.825,-102.655
Pittsburgh (Mt Washington),1,40.4314,-80.0109
Portersville,1,40.9505,-80.1542
Sayreville,1,40.4649,-74.327
Cleveland (Pepper Pike),1,41.4624,-81.4721
Copiah (county),1,31.8755,-90.4111
Big Sandy,1,32.6757,-95.0916
Laotto,1,41.2918,-85.2225
Mc Donald (Mcdonald),1,40.3712,-80.2297
West Deptford,1,39.821,-75.1892
Crestline,1,34.2791,-116.797
Emmett,1,43.8674,-116.475
Grady (county),1,35.0382,-97.9472
Bauxite,1,34.5267,-92.469
Eidson,1,36.5559,-82.9845
Spanish Springs,1,39.603,-119.706
Temple City,1,34.0893,-118.067
Saginaw Township,1,43.4721,-83.9702
Aiken County,1,33.6445,-81.8523
Los Angeles (Leimert Park),1,34.0054,-118.334
Mauldin,1,34.7765,-82.3164
Mission (Alton),1,26.2197,-98.3339
Selawik,1,66.2931,-158.964
Hoopeston,1,40.4689,-87.6653
Henry County,1,36.6365,-79.8356
Olney,1,39.154,-77.0545
Branch (county),1,41.84,-84.8348
Saint Louis (Overland),1,38.6867,-90.3594
Eagan,1,44.8186,-93.1967
Lockhart,1,34.791,-81.4617
Pablo,1,47.5991,-114.119
Healdton,1,34.231,-97.4981
South Richmond Hill,1,40.6877,-73.8117
Miami (Cutler Bay),1,25.6705,-80.4963
Los Angeles (Echo Park),1,34.0751,-118.253
Frederica,1,39.0069,-75.47
Lehigh Acres (Leehigh Acres),1,26.6187,-81.5978
Chestertown,1,39.2187,-76.0633
Lower Brule,1,44.0704,-99.5823
Jean,1,35.781,-115.328
Daviess (county),1,37.7636,-87.1137
Orting,1,47.09,-122.189
Richlands,1,37.0755,-81.8139
Clarkridge,1,36.4884,-92.3
Port Gibson,1,31.9471,-90.982
Clendenin (Quick),1,38.4091,-81.3586
Travis County,1,30.4264,-97.6737
Easton (Palmer),1,40.6879,-75.2524
Montrose (county),1,38.4823,-107.862
Helena-West Helena,1,34.5461,-90.639
Fort Walton Beach (Okaloosa Island),1,30.4472,-86.629
Bixby,1,35.9828,-95.8815
Limestone (county),1,34.9195,-86.8745
Middle Island,1,40.8912,-72.9632
Memphis (Bartlett),1,35.2047,-89.8642
Forrest (county),1,31.311,-89.3063
Oakboro,1,35.2621,-80.3425
Gould,1,34.6813,-99.7712
Supply,1,33.9223,-78.3288
Machesney Park,1,42.3636,-89.0383
Saint Louis (Richmond Heights),1,38.6292,-90.3105
Amesbury,1,42.8553,-70.9776
Berks (county),1,40.3254,-75.6762
Pleasant View,1,37.5818,-108.796
Monongalia (county),1,39.688,-79.9163
Boiling Springs,1,35.2513,-81.6666
Rexburg,1,43.8318,-111.763
Hometown,1,41.7325,-87.7353
Kankakee (county),1,41.1204,-87.8676
John Day,1,44.4099,-118.895
Thermal,1,33.6278,-116.095
Iredell (county),1,35.9661,-80.9351
Toney,1,34.8757,-86.8161
Biloxi (Saint Martin),1,30.4652,-88.8466
Snowflake,1,34.482,-110.095
Wickliffe,1,41.6224,-81.4585
Thurston (county),1,47.0128,-122.877
Winston (county),1,34.2238,-87.6057
Santa Fe (Nambe),1,35.8938,-105.971
Helena-west Helena,1,34.542,-90.652
West Wendover,1,40.7387,-114.047
Bowie County,1,33.4446,-94.1472
Cockeysville,1,39.4887,-76.6471
Commack,1,40.8427,-73.2959
Lewistown,1,40.6112,-77.5649
Amory,1,33.9829,-88.4807
Logan (county),1,37.9776,-81.983
Harford County,1,39.534,-76.3475
Camano Island,1,48.112,-122.432
Geismar,1,30.2558,-90.9939
Brazos (county),1,30.5294,-96.1893
Antigo,1,45.1404,-89.1561
Hockley,1,30.0386,-95.81
Westwego (Bridge City),1,29.9094,-90.1627
North Vernon,1,39.0077,-85.6389
Somersworth,1,43.2642,-70.8639
Lake County,1,42.4007,-88.1305
Williams (county),1,48.166,-103.643
Broward County,1,26.2162,-80.2439
Bannock (county),1,42.678,-112.346
Enderlin,1,46.6262,-97.6055
Lanark,1,37.748935,-81.224458
Mount Carmel,1,40.803636,-76.428612
Little Hocking,1,39.274635,-81.655976
Shuqualak,1,33.082645,-88.659645
Dawson (county),1,34.4095,-84.0943
Counce,1,35.110079,-88.292167
Carrizozo,1,33.641799,-105.875816
Groveton,1,44.75096,-71.422453
Creola,1,30.944616,-88.090905
Premont,1,27.315242,-98.164332
Bensenville,1,41.839679,-88.088716
Spiceland,1,39.91725,-85.450834
Sierra Blanca,1,31.315723,-105.452562
Myra,1,38.222163,-82.113554
Caulfield,1,36.578961,-92.051654
Ishpeming,1,46.43869,-87.709096
Iron River,1,46.12047,-88.618995
Harper,1,37.111488,-98.048121
Ethelsville,1,33.4781,-88.2395
Mc Dowell,1,38.3789,-79.4687
Linesville,1,41.6865,-80.4277
Boonsboro,1,39.5501,-77.6503
Kress,1,34.3629,-101.728
Bernice,1,32.8074,-92.4986
Miles,1,31.6024,-100.182
Puryear,1,36.434,-88.3322
Fults,1,38.2296,-90.2298
Randle,1,46.5492,-121.68
Forest Lakes,1,34.3307,-110.799
Okemah,1,35.462681,-96.430286
Hughson,1,37.545683,-120.966091
Herreid,1,45.833733,-100.020048
Montcalm,1,43.279958,-85.05493
Surgoinsville,1,36.520167,-82.857862
Grayslake (Gages Lake),1,42.3466,-87.9884
Fort Yates,1,46.1188,-100.657
Hydaburg,1,55.1584,-132.44
Saint Louisville,1,40.1849,-82.353
Cincinnati (Kennedy Heights),1,39.1818,-84.4144
Granada Hills,1,34.2841,-118.511
Wrens,1,33.2463,-82.3173
Aquasco,1,38.5806,-76.7238
Saegertown,1,41.7349,-80.1512
Pittsburgh (Churchill),1,40.4445,-79.8564
Oakridge,1,43.7481,-122.487
Coltons Point,1,38.2292,-76.7608
Fort Cobb,1,35.0978,-98.435
Okanogan,1,48.3565,-119.593
Lena,1,32.5736,-89.7465
Brierfield,1,33.0357,-86.9742
Raysal,1,37.3431,-81.7823
Oroville (Butte Valley),1,39.6595,-121.626
Sells,1,31.9213,-111.89
Tornillo,1,31.454,-106.092
Drums,1,41.034017,-76.003059
Cope,1,33.381696,-80.956389
Wampum,1,40.9213,-80.3764
Bellefonte (Pleasant Gap),1,40.8711,-77.7382
Hondo,1,29.3582,-99.1285
Grand Ronde,1,45.0616,-123.573
Senatobia,1,34.6207,-89.9515
Kingfisher,1,35.8415,-97.9057
Rumson,1,40.3689,-73.9983
Bayfield,1,37.2182,-107.605
Greig,1,43.666,-75.2899
Peggs,1,36.1056,-95.0902
Montezuma Creek,1,37.25391,-109.106079
Glendive,1,47.0826,-104.846
Toquerville,1,37.237701,-113.332321
Harborcreek,1,42.172938,-79.937675
Pardeeville,1,43.516772,-89.31459
Homedale,1,43.635593,-116.96811
Beggs (Winchester),1,35.7648,-96.041
Bee County,1,28.4008,-97.7483
Elk,1,48.0311,-117.347
Blooming Prairie,1,43.8536,-93.0415
Union Point (Woodville),1,33.7163,-83.068
Riverdale (Riverdale Park),1,38.957,-76.9243
Engle,1,29.6887,-96.9206
Lehigh,1,38.377,-97.3025
Pauma Valley,1,33.289,-116.958
Glen Saint Mary (Glen St Mary),1,30.2797,-82.1749
Alberta,1,32.2089,-87.3361
Dibble,1,35.0313,-97.6311
Grand Marais,1,47.7814,-90.3831
Lone Wolf,1,34.991,-99.2507
Bainbridge Island,1,47.6249,-122.522
Patrick,1,34.5293,-80
Jerseyville,1,39.1176,-90.3274
Los Angeles (Broadway Manchester),1,34.1002,-118.043
Simsboro,1,32.5294,-92.7867
Puposky,1,47.8768,-95.0038
Boiling Spring Lakes,1,34.0203,-78.0444
Rocky Comfort,1,36.707,-94.1854
Millerton,1,33.9886,-95.0151
Saint Rose (St Rose),1,29.9593,-90.3058
Louisville (Hurstbourne),1,38.2467,-85.5967
Farmerville (Rocky Branch),1,32.7663,-92.3688
Badin,1,35.4055,-80.1075
Miami (Pinecrest),1,25.702,-80.3421
Lone Jack,1,38.8815,-94.2195
Tripp (county),1,43.3456,-99.8966
Michigan City (Trail Creek),1,41.6879,-86.8602
Trosper,1,36.8332,-83.8408
Bruneau,1,42.8353,-115.749
Walnut Shade,1,36.7701,-93.2243
Grand Canyon (Grand Canyon National Park),1,36.0621,-112.11
Gardiner (West Gardiner),1,44.251,-69.8641
Chattahoochee,1,30.6852,-84.8287
Chester (Upland),1,39.8566,-75.379
Concho,1,34.4286,-109.689
Richmond (Richmnd),1,37.6044,-77.5412
Yancey (county),1,35.898,-82.2637
Washington Crossing,1,40.2896,-74.8659
Horton,1,34.1801,-86.3543
Sacaton,1,33.0767,-111.734
Soddy Daisy (Soddy-daisy),1,35.2429,-85.1641
Peculiar,1,38.7092,-94.4418
Billings (county),1,46.9737,-103.574
San Antonio (Live Oak),1,29.5666,-98.4284
River Hills,1,43.1912,-87.9248
Excursion Inlet,1,58.4173,-135.444
Wilkes Barre (Bear Creek Township),1,41.2328,-75.9384
Beckville,1,32.2396,-94.4584
Tescott,1,38.9897,-97.8186
Oakhurst,1,37.372,-119.632
New Straitsville,1,39.5768,-82.2342
Swarthmore,1,39.8908,-75.339
West Goshen,1,39.9725,-75.5617
Cherryfield (Beddington),1,44.8143,-68.0631
Mabton,1,46.2042,-119.939
Wilson City,1,36.9239,-89.2244
Spring Hill (Weeki Wachee Gardens),1,28.5388,-82.6188
Badger,1,48.7835,-96.013
Avis,1,41.1875,-77.3062
Frametown,1,38.6872,-80.9212
Halethorpe (Arbutus),1,39.2562,-76.6631
Coats,1,35.4095,-78.6575
Summer Shade,1,36.8682,-85.721
Rhome,1,33.0812,-97.4276
Shiro,1,30.6146,-95.8869
Indianapolis (Homecroft),1,39.6704,-86.1289
Mc Kees Rocks (McKees Rocks),1,40.473,-80.057
Laguna Hills,1,33.5853,-117.709
Bethel (Napaskiak),1,60.7854,-161.801
Hales Corners,1,42.9519,-88.0672
Oregon House,1,39.362,-121.263
Duchesne,1,40.1672,-110.39
Falkner,1,34.8581,-88.9735
Nancy (Jabez),1,37.0415,-84.7931
Cruger,1,33.3209,-90.2329
Ada (Byng),1,34.7796,-96.6718
Waco (Gholson),1,31.5524,-97.1382
Batchelor,1,30.8675,-91.6996
Cuttingsville (Shrewsbury),1,43.5508,-72.8954
East Naples,1,26.0976,-81.7701
Norristown (East Norriton),1,40.1514,-75.3222
Mena,1,34.5799,-94.2483
Tujunga,1,34.2639,-118.297
Martin City,1,48.3911,-114.035
Mount Olive Township,1,40.8515,-74.7329
Fort Worth (Everman),1,32.6262,-97.2746
Holly Grove,1,34.6043,-91.1957
Weed,1,41.5501,-122.492
Red Rock Canyon National Conservation Area,1,36.194,-115.447
Lavaca,1,35.351,-94.1459
Lincoln Township,1,43.9298,-84.893
Blackfeet Indian Reservation,1,48.6666,-112.918
Pittsview,1,32.1987,-85.0321
Pamlico County,1,35.1204,-76.91
Breaks,1,37.296,-82.2805
Clairton (Jefferson Hills),1,40.3126,-79.9377
Grantsville (Skull Valley),1,40.5482,-112.742
Fort McCoy,1,29.3825,-81.8903
Wright,1,44.2911,-105.502
Mckees Rocks,1,40.4709,-80.0535
Okanogan County,1,48.536,-118.991
Geyserville,1,38.7047,-122.905
Kingsbury,1,29.649,-97.8226
East Flat Rock,1,35.277,-82.4229
Redwood Estates,1,37.1564,-121.987
Eastland,1,32.4669,-98.6632
Hayti,1,36.2302,-89.7444
Pembine,1,45.6013,-87.9941
Maud,1,33.3195,-94.315
Wichita (Oaklawn),1,37.6008,-97.2871
Solvang,1,34.5881,-120.148
Mount Ida,1,34.5515,-93.5811
Chippewa Falls (Eagle Point),1,44.9626,-91.345
Whitestown,1,39.9508,-86.3358
Glen Rose,1,32.2346,-97.7553
Middleburg Heights,1,41.3887,-81.8146
Grapeview,1,47.2863,-122.924
Warrens,1,44.166,-90.5141
Mccormick,1,33.9148,-82.2919
Harnett (county),1,35.3453,-78.7925
Bellbrook (Beavercreek Township),1,39.6356,-84.0708
Sedamsville,1,39.0904,-84.5704
Bastrop (county),1,30.1081,-97.5962
Mexican Hat,1,37.0904,-109.963
Itasca (county),1,47.6293,-94.1325
Orient (Darbyville),1,39.8057,-83.1522
Woodbury (Deptford Township),1,39.8137,-75.1168
Lomira,1,43.586,-88.4405
Menominee,1,45.1199,-87.6177
Wapello (county),1,41.0381,-92.3387
Churubusco,1,41.2469,-85.2648
Lockesburg,1,33.9688,-94.1908
Brownsboro,1,32.3007,-95.6164
Huerfano (county),1,37.6325,-105.003
Sebago,1,43.9273,-70.7256
Yakima County,1,46.5436,-120.756
Springfield (Jerome),1,39.7677,-89.6706
Carbon Hill,1,33.8886,-87.5197
Prince Edward (county),1,37.1983,-78.4297
South Hutchinson,1,38.0254,-97.9384
Copan,1,36.8949,-95.9239
Pryor (Sportsmen Acres),1,36.2421,-95.2523
Tofte,1,47.5742,-90.8351
Scalp Level,1,40.2542,-78.8461
Bledsoe County,1,35.5635,-85.2352
Dillon Beach,1,38.2454,-122.966
Catlettsburg,1,38.4159,-82.5988
Rosebud (Yankton Indian Reservation),1,43.2681,-100.737
Leesburg (Lucketts),1,39.2253,-77.5625
Frederickson,1,47.0963,-122.356
Beach,1,46.9437,-103.983
Swink,1,33.9908,-95.1565
Plantersville (Todd Mission),1,30.2478,-95.821
Melbourne Beach,1,28.0348,-80.5421
Vacherie,1,29.9484,-90.7065
Barry,1,39.7862,-90.9921
Gambell,1,63.5084,-171.429
Emmalena,1,37.3334,-83.1009
Nova,1,41.0433,-82.2981
Noorvik,1,66.8548,-159.873
Austin (Brushy Creek),1,30.2202,-97.7499
Meeker,1,35.4908,-96.895
Gibson County,1,35.8636,-88.7577
San Antonio (Alamo Heights),1,29.4887,-98.4692
Evansdale (Elk Run Heights),1,42.4769,-92.2824
Lettsworth,1,30.9351,-91.7185
Jayess,1,31.4675,-90.2195
Sunman,1,39.2209,-85.066
Garrett,1,41.3484,-85.1331
Old Forge,1,41.3613,-75.7424
Sublimity,1,44.853,-122.663
Jenkins (county),1,32.6447,-81.9279
Hindsville,1,36.1955,-93.8432
Halstad,1,47.3515,-96.8204
Bristol (Tullytown),1,40.139,-74.8153
Crowell,1,33.9574,-99.7015
Ernul,1,35.2271,-77.0518
Pingree,1,43.0374,-112.653
Barron (county),1,45.3519,-91.8886
Dothan (Kinsey),1,31.2874,-85.3458
South Jamesport,1,40.9364,-72.5794
Big Bend,1,38.9698,-81.1149
Debord,1,37.7893,-82.5913
Moxee,1,46.5289,-120.384
Clark Fork,1,48.1922,-116.168
Baltic (Sprague),1,41.5992,-72.0449
Pittsburgh (Brentwood),1,40.3806,-79.9797
Capitol Heights (Fairmount Heights),1,38.9033,-76.9227
Box Elder (county),1,41.8342,-113.153
Spring Run,1,40.1341,-77.766
Red Cedar,1,44.9328,-91.8695
Joint Base Elmendorf-richardson,1,61.2539,-149.683
Bradenton (Samoset),1,27.4669,-82.5466
Albuquerque (Manzano),1,34.6467,-106.345
Logan (West Logan),1,37.857,-81.9893
Iron (county),1,46.0977,-88.6538
Birch Tree,1,36.99,-91.4902
Bellville,1,29.8966,-96.1879
Conejos (county),1,37.2749,-106.006
Holland Patent,1,43.2536,-75.2317
Denali National Park,1,63.6539,-148.833
Naknek,1,58.7332,-156.858
Beckley (Sprague),1,37.7926,-81.1905
Anaheim (Anaheim Hills),1,33.8651,-117.763
Sabine Pass,1,29.7201,-93.8717
Port Bolivar,1,29.3808,-94.7644
Mcpherson (county),1,38.3693,-97.6642
Sutton (Sutton-Alpine),1,61.7423,-148.9
Merchantville,1,39.9476,-75.05
Tumtum (Tum Tum),1,47.8912,-117.684
Canterbury,1,43.352,-71.5812
War (English),1,37.3041,-81.6807
Mccomb (McComb),1,31.2308,-90.3694
Noma,1,30.9802,-85.6189
Cullen,1,32.9677,-93.4537
Cawood,1,36.7933,-83.2546
Lilesville,1,34.9905,-80.0756
Woodson Terrace,1,38.7355,-90.3565
South Amboy,1,40.4962,-74.2987
Stanton (Bowen),1,37.8063,-83.7663
Jefferson Davis (county),1,31.5319,-89.6842
Seattle (Greenwood),1,47.6712,-122.358
Livingston (Coatopa),1,32.5632,-88.1382
Bertie (county),1,36.1716,-77.2218
Clarendon County,1,33.6939,-80.1966
Green Ridge,1,38.6581,-93.5176
Bingham County,1,43.3217,-112.681
Jack (county),1,33.256,-98.2213
Mcgraws,1,37.6709,-81.4632
Hudgins,1,37.4823,-76.3083
Salkum,1,46.534,-122.626
Reidland,1,37.0064,-88.5091
Sedona,1,34.8848,-111.745
Dotsero,1,39.6488,-106.999
Mount Bethel,1,40.8983,-75.1029
Grimes,1,41.6851,-93.7892
Tusculum,1,36.156,-82.756
Wakeeney,1,39.0142,-99.8886
Wise (county),1,33.2129,-97.4822
Wooten,1,37.1791,-83.3024
Scalf,1,36.9184,-83.7002
Claude,1,34.8962,-101.23
Willow Beach (White Hills),1,35.7228,-114.487
Gates (county),1,36.4565,-76.6035
Wade,1,33.8138,-90.5284
Pace,1,30.6231,-87.1547
Hoisington,1,38.6377,-98.8703
Wilson County,1,36.0966,-86.2821
New Freedom,1,39.7388,-76.6992
Mayer,1,34.3818,-112.202
Northfield (Sagamore Hills),1,41.3204,-81.5565
Pineland,1,32.6228,-81.1273
